tissue,sample_id,signature,n_genes_used,signature_score
Whole Blood,GTEX-14B4R-0006-SM-5O9A7,MitoAll,1101,-0.39973750308827816
Whole Blood,GTEX-14B4R-0006-SM-5O9A7,MitoOnly,518,-0.4985967698321228
Whole Blood,GTEX-14BIL-0006-SM-5N9F2,MitoAll,1101,-0.7884447906911274
Whole Blood,GTEX-14BIL-0006-SM-5N9F2,MitoOnly,518,-0.8098075433511869
Whole Blood,GTEX-14BIM-0006-SM-5O9AA,MitoAll,1101,-0.4528363307007287
Whole Blood,GTEX-14BIM-0006-SM-5O9AA,MitoOnly,518,-0.48860972080774007
Whole Blood,GTEX-14BIN-0005-SM-5N9FE,MitoAll,1101,0.31522799868151474
Whole Blood,GTEX-14BIN-0005-SM-5N9FE,MitoOnly,518,0.275341140033131
Whole Blood,GTEX-14BMU-0006-SM-5MR3T,MitoAll,1101,-0.20855367940111377
Whole Blood,GTEX-14BMU-0006-SM-5MR3T,MitoOnly,518,-0.2769434082665132
Whole Blood,GTEX-14BMV-0005-SM-5NQ6Y,MitoAll,1101,0.39650522478677913
Whole Blood,GTEX-14BMV-0005-SM-5NQ6Y,MitoOnly,518,0.33559281670680163
Whole Blood,GTEX-14C38-0006-SM-5NQBF,MitoAll,1101,-0.6383746763084411
Whole Blood,GTEX-14C38-0006-SM-5NQBF,MitoOnly,518,-0.6477167559416198
Whole Blood,GTEX-14C39-0005-SM-5NQBR,MitoAll,1101,-0.6249335756341585
Whole Blood,GTEX-14C39-0005-SM-5NQBR,MitoOnly,518,-0.6188818987535555
Whole Blood,GTEX-14C5O-0005-SM-5P9ER,MitoAll,1101,-1.205266288178018
Whole Blood,GTEX-14C5O-0005-SM-5P9ER,MitoOnly,518,-1.2493073481426054
Whole Blood,GTEX-14DAQ-0005-SM-5NQ7B,MitoAll,1101,0.4247300545418353
Whole Blood,GTEX-14DAQ-0005-SM-5NQ7B,MitoOnly,518,0.421655088538441
Whole Blood,GTEX-14DAR-0006-SM-5N9GC,MitoAll,1101,-0.16301838458494158
Whole Blood,GTEX-14DAR-0006-SM-5N9GC,MitoOnly,518,-0.2426552227334173
Whole Blood,GTEX-14E1K-0006-SM-5N9DY,MitoAll,1101,-0.11175683219687152
Whole Blood,GTEX-14E1K-0006-SM-5N9DY,MitoOnly,518,-0.1836571812750706
Whole Blood,GTEX-14E6C-0005-SM-5O98N,MitoAll,1101,-0.03820349425328133
Whole Blood,GTEX-14E6C-0005-SM-5O98N,MitoOnly,518,-0.10578972118564502
Whole Blood,GTEX-14E6D-0005-SM-5N9D7,MitoAll,1101,0.38915051724155153
Whole Blood,GTEX-14E6D-0005-SM-5N9D7,MitoOnly,518,0.3589808335586858
Whole Blood,GTEX-14E6E-0006-SM-5MR5N,MitoAll,1101,-0.23777866895439098
Whole Blood,GTEX-14E6E-0006-SM-5MR5N,MitoOnly,518,-0.30354927004702553
Whole Blood,GTEX-14E7W-0006-SM-5N9GG,MitoAll,1101,0.19728127136124465
Whole Blood,GTEX-14E7W-0006-SM-5N9GG,MitoOnly,518,0.172757624968077
Whole Blood,GTEX-14H4A-0006-SM-5N9E3,MitoAll,1101,-0.3208444870760125
Whole Blood,GTEX-14H4A-0006-SM-5N9E3,MitoOnly,518,-0.4055060636441567
Whole Blood,GTEX-14ICK-0006-SM-5NQB5,MitoAll,1101,-0.2683632168206461
Whole Blood,GTEX-14ICK-0006-SM-5NQB5,MitoOnly,518,-0.3094533761022827
Whole Blood,GTEX-14ICL-0006-SM-5MR7C,MitoAll,1101,0.407889302451217
Whole Blood,GTEX-14ICL-0006-SM-5MR7C,MitoOnly,518,0.3460213452384895
Whole Blood,GTEX-14JFF-0005-SM-7P8RF,MitoAll,1101,0.0029348845702130105
Whole Blood,GTEX-14JFF-0005-SM-7P8RF,MitoOnly,518,-0.005836046323702545
Whole Blood,GTEX-14JG1-0006-SM-7SB6P,MitoAll,1101,-0.00452664973417175
Whole Blood,GTEX-14JG1-0006-SM-7SB6P,MitoOnly,518,-0.05555955567560174
Whole Blood,GTEX-14JG6-0005-SM-9JGFV,MitoAll,1101,0.18231292387132614
Whole Blood,GTEX-14JG6-0005-SM-9JGFV,MitoOnly,518,0.09244163278243131
Whole Blood,GTEX-14JIY-0005-SM-7MXVF,MitoAll,1101,-0.782471729584367
Whole Blood,GTEX-14JIY-0005-SM-7MXVF,MitoOnly,518,-0.8185888255550139
Whole Blood,GTEX-14LLW-0006-SM-9QEGG,MitoAll,1101,-0.9818786401160889
Whole Blood,GTEX-14LLW-0006-SM-9QEGG,MitoOnly,518,-0.9860211913349728
Whole Blood,GTEX-14LZ3-0005-SM-7MXUG,MitoAll,1101,-0.53775026961963035
Whole Blood,GTEX-14LZ3-0005-SM-7MXUG,MitoOnly,518,-0.5525312262799463
Whole Blood,GTEX-14PHW-0005-SM-9KNTK,MitoAll,1101,-0.21555012083750433
Whole Blood,GTEX-14PHW-0005-SM-9KNTK,MitoOnly,518,-0.22367105374438007
Whole Blood,GTEX-14PHX-0006-SM-9MQJN,MitoAll,1101,-0.6542313341897558
Whole Blood,GTEX-14PHX-0006-SM-9MQJN,MitoOnly,518,-0.7530887343227269
Whole Blood,GTEX-14PHY-0006-SM-7SB7I,MitoAll,1101,-0.20699157996110842
Whole Blood,GTEX-14PHY-0006-SM-7SB7I,MitoOnly,518,-0.2649516278729452
Whole Blood,GTEX-14PII-0005-SM-7RHFV,MitoAll,1101,-0.668077393743944
Whole Blood,GTEX-14PII-0005-SM-7RHFV,MitoOnly,518,-0.6922702786275833
Whole Blood,GTEX-14PJ2-0005-SM-9JGFU,MitoAll,1101,0.2830583798626957
Whole Blood,GTEX-14PJ2-0005-SM-9JGFU,MitoOnly,518,0.21201321407631302
Whole Blood,GTEX-14PJ3-0005-SM-9JGFT,MitoAll,1101,-0.4954450890063028
Whole Blood,GTEX-14PJ3-0005-SM-9JGFT,MitoOnly,518,-0.580896249227465
Whole Blood,GTEX-14PJ4-0006-SM-7RHFY,MitoAll,1101,-0.4560508899056276
Whole Blood,GTEX-14PJ4-0006-SM-7RHFY,MitoOnly,518,-0.5015607547316842
Whole Blood,GTEX-14PJ5-0005-SM-9MQLO,MitoAll,1101,-0.13802315630191647
Whole Blood,GTEX-14PJ5-0005-SM-9MQLO,MitoOnly,518,-0.19842440487509966
Whole Blood,GTEX-14PJ6-0006-SM-7P8RE,MitoAll,1101,-0.4592359075885899
Whole Blood,GTEX-14PJ6-0006-SM-7P8RE,MitoOnly,518,-0.5387130028784726
Whole Blood,GTEX-14PJM-0006-SM-9JGHA,MitoAll,1101,0.11620566700945084
Whole Blood,GTEX-14PJM-0006-SM-9JGHA,MitoOnly,518,0.06568916904300419
Whole Blood,GTEX-14PJN-0005-SM-9JGGF,MitoAll,1101,-0.2898599424079031
Whole Blood,GTEX-14PJN-0005-SM-9JGGF,MitoOnly,518,-0.3506012568517026
Whole Blood,GTEX-14PJO-0005-SM-9JGGY,MitoAll,1101,-0.8397324213110083
Whole Blood,GTEX-14PJO-0005-SM-9JGGY,MitoOnly,518,-0.8850974523680443
Whole Blood,GTEX-14PJP-0005-SM-7P8OM,MitoAll,1101,-0.5464212349404853
Whole Blood,GTEX-14PJP-0005-SM-7P8OM,MitoOnly,518,-0.6066067346377765
Whole Blood,GTEX-14PK6-0006-SM-7PC1L,MitoAll,1101,-0.20340313644279023
Whole Blood,GTEX-14PK6-0006-SM-7PC1L,MitoOnly,518,-0.24958574473111242
Whole Blood,GTEX-14PKU-0005-SM-9KNTL,MitoAll,1101,-0.27102286770566564
Whole Blood,GTEX-14PKU-0005-SM-9KNTL,MitoOnly,518,-0.3192462562114371
Whole Blood,GTEX-14PKV-0006-SM-9MQL3,MitoAll,1101,-0.040608070899077205
Whole Blood,GTEX-14PKV-0006-SM-9MQL3,MitoOnly,518,-0.12663536619426316
Whole Blood,GTEX-14PN3-0006-SM-7SB6O,MitoAll,1101,-0.13203957952194678
Whole Blood,GTEX-14PN3-0006-SM-7SB6O,MitoOnly,518,-0.22806048161235631
Whole Blood,GTEX-14PN4-0005-SM-7PC21,MitoAll,1101,-1.4553298234133194
Whole Blood,GTEX-14PN4-0005-SM-7PC21,MitoOnly,518,-1.4777587298778256
Whole Blood,GTEX-14PQA-0006-SM-7PC2D,MitoAll,1101,-0.4701690253423839
Whole Blood,GTEX-14PQA-0006-SM-7PC2D,MitoOnly,518,-0.5016812106503697
Whole Blood,GTEX-14XAO-0006-SM-7RHFX,MitoAll,1101,-0.4727235451497905
Whole Blood,GTEX-14XAO-0006-SM-7RHFX,MitoOnly,518,-0.5269548903126046
Whole Blood,GTEX-15CHC-0006-SM-7P8RG,MitoAll,1101,-0.13386127251616292
Whole Blood,GTEX-15CHC-0006-SM-7P8RG,MitoOnly,518,-0.19477917083889307
Whole Blood,GTEX-15CHQ-0005-SM-7P8RH,MitoAll,1101,-0.2136273227947295
Whole Blood,GTEX-15CHQ-0005-SM-7P8RH,MitoOnly,518,-0.25030842109894563
Whole Blood,GTEX-15CHR-0005-SM-9KNUS,MitoAll,1101,0.22710140345998495
Whole Blood,GTEX-15CHR-0005-SM-9KNUS,MitoOnly,518,0.15924099966146266
Whole Blood,GTEX-15D1Q-0006-SM-9KNTN,MitoAll,1101,0.2927870805707993
Whole Blood,GTEX-15D1Q-0006-SM-9KNTN,MitoOnly,518,0.21283706819142958
Whole Blood,GTEX-15D79-0005-SM-7P8TS,MitoAll,1101,0.2806252915967524
Whole Blood,GTEX-15D79-0005-SM-7P8TS,MitoOnly,518,0.2538395315206861
Whole Blood,GTEX-15DCD-0006-SM-7RHG4,MitoAll,1101,0.250724885677317
Whole Blood,GTEX-15DCD-0006-SM-7RHG4,MitoOnly,518,0.24773989869163995
Whole Blood,GTEX-15DCE-0005-SM-7SB7J,MitoAll,1101,-0.10111626194837861
Whole Blood,GTEX-15DCE-0005-SM-7SB7J,MitoOnly,518,-0.1709995302316355
Whole Blood,GTEX-15DYW-0006-SM-7RHFR,MitoAll,1101,0.14325460315128266
Whole Blood,GTEX-15DYW-0006-SM-7RHFR,MitoOnly,518,0.131783131763928
Whole Blood,GTEX-15DZA-0005-SM-9JGFP,MitoAll,1101,-0.290004156747083
Whole Blood,GTEX-15DZA-0005-SM-9JGFP,MitoOnly,518,-0.3299147363008703
Whole Blood,GTEX-15EO6-0005-SM-7PBZC,MitoAll,1101,-1.4023563249918396
Whole Blood,GTEX-15EO6-0005-SM-7PBZC,MitoOnly,518,-1.452994581429295
Whole Blood,GTEX-15ETS-0005-SM-9KNTJ,MitoAll,1101,-0.20754717357147995
Whole Blood,GTEX-15ETS-0005-SM-9KNTJ,MitoOnly,518,-0.3345745885521511
Whole Blood,GTEX-15EU6-0005-SM-7P8RJ,MitoAll,1101,-0.5952234539267672
Whole Blood,GTEX-15EU6-0005-SM-7P8RJ,MitoOnly,518,-0.6938052737487008
Whole Blood,GTEX-15G19-0006-SM-9KNW6,MitoAll,1101,0.23856388904199943
Whole Blood,GTEX-15G19-0006-SM-9KNW6,MitoOnly,518,0.22050715843235946
Whole Blood,GTEX-15G1A-0006-SM-7PC1Z,MitoAll,1101,-0.5563562466332793
Whole Blood,GTEX-15G1A-0006-SM-7PC1Z,MitoOnly,518,-0.6034835162261235
Whole Blood,GTEX-15RIE-0006-SM-7MKF8,MitoAll,1101,-0.2115683341027788
Whole Blood,GTEX-15RIE-0006-SM-7MKF8,MitoOnly,518,-0.25339291738630854
Whole Blood,GTEX-15RIF-0005-SM-7RHGH,MitoAll,1101,-0.3355355553433154
Whole Blood,GTEX-15RIF-0005-SM-7RHGH,MitoOnly,518,-0.424351702821608
Whole Blood,GTEX-15RIG-0006-SM-7PC1N,MitoAll,1101,-0.2540845692616837
Whole Blood,GTEX-15RIG-0006-SM-7PC1N,MitoOnly,518,-0.34940896953173073
Whole Blood,GTEX-15RJ7-0006-SM-7RHHM,MitoAll,1101,-0.09416651174096444
Whole Blood,GTEX-15RJ7-0006-SM-7RHHM,MitoOnly,518,-0.1137455103665413
Whole Blood,GTEX-15RJE-0006-SM-7PC1J,MitoAll,1101,-0.7351650447895791
Whole Blood,GTEX-15RJE-0006-SM-7PC1J,MitoOnly,518,-0.7789742830595389
Whole Blood,GTEX-15SB6-0005-SM-7P8OO,MitoAll,1101,-0.24765684615098973
Whole Blood,GTEX-15SB6-0005-SM-7P8OO,MitoOnly,518,-0.31935956032475693
Whole Blood,GTEX-15SDE-0006-SM-7PC19,MitoAll,1101,0.3169785941158071
Whole Blood,GTEX-15SDE-0006-SM-7PC19,MitoOnly,518,0.271136508532085
Whole Blood,GTEX-16AAH-0005-SM-7P8RD,MitoAll,1101,-0.6722081815839652
Whole Blood,GTEX-16AAH-0005-SM-7P8RD,MitoOnly,518,-0.7638176401557983
Whole Blood,GTEX-16BQI-0006-SM-7SB6K,MitoAll,1101,-0.03668005799375712
Whole Blood,GTEX-16BQI-0006-SM-7SB6K,MitoOnly,518,-0.10251629344928384
Whole Blood,GTEX-16MT8-0005-SM-7PBYO,MitoAll,1101,-1.0382980185431705
Whole Blood,GTEX-16MT8-0005-SM-7PBYO,MitoOnly,518,-1.063066987907729
Whole Blood,GTEX-16MT9-0006-SM-7MXTU,MitoAll,1101,-0.03768804804819319
Whole Blood,GTEX-16MT9-0006-SM-7MXTU,MitoOnly,518,-0.05934692476027023
Whole Blood,GTEX-16MTA-0005-SM-7RHFT,MitoAll,1101,-0.3612780524258474
Whole Blood,GTEX-16MTA-0005-SM-7RHFT,MitoOnly,518,-0.40218352100947574
Whole Blood,GTEX-16NFA-0005-SM-9JGFN,MitoAll,1101,-0.6848264973365317
Whole Blood,GTEX-16NFA-0005-SM-9JGFN,MitoOnly,518,-0.7649532008753249
Whole Blood,GTEX-16NGA-0006-SM-9JGFQ,MitoAll,1101,-0.13295374104659471
Whole Blood,GTEX-16NGA-0006-SM-9JGFQ,MitoOnly,518,-0.23278187608188605
Whole Blood,GTEX-16NPV-0005-SM-7PC2F,MitoAll,1101,-0.14058896538806115
Whole Blood,GTEX-16NPV-0005-SM-7PC2F,MitoOnly,518,-0.16696731188622926
Whole Blood,GTEX-16NPX-0005-SM-7MKGG,MitoAll,1101,-0.34076010669615414
Whole Blood,GTEX-16NPX-0005-SM-7MKGG,MitoOnly,518,-0.3416282712215482
Whole Blood,GTEX-16XZY-0006-SM-7SB99,MitoAll,1101,-0.3490091805793213
Whole Blood,GTEX-16XZY-0006-SM-7SB99,MitoOnly,518,-0.3973748113091716
Whole Blood,GTEX-16XZZ-0006-SM-7MKF5,MitoAll,1101,-0.896033396983185
Whole Blood,GTEX-16XZZ-0006-SM-7MKF5,MitoOnly,518,-0.9263742129265028
Whole Blood,GTEX-16YQH-0006-SM-7P8OQ,MitoAll,1101,-0.2782388205273698
Whole Blood,GTEX-16YQH-0006-SM-7P8OQ,MitoOnly,518,-0.2991200696472867
Whole Blood,GTEX-16Z82-0005-SM-7PBXZ,MitoAll,1101,0.003181516427055246
Whole Blood,GTEX-16Z82-0005-SM-7PBXZ,MitoOnly,518,0.0018283140464107742
Whole Blood,GTEX-178AV-0005-SM-9JGFM,MitoAll,1101,-0.14827153863670767
Whole Blood,GTEX-178AV-0005-SM-9JGFM,MitoOnly,518,-0.17604177564758627
Whole Blood,GTEX-17EUY-0006-SM-7P8SB,MitoAll,1101,0.009516260590573837
Whole Blood,GTEX-17EUY-0006-SM-7P8SB,MitoOnly,518,-0.06682454648460066
Whole Blood,GTEX-17EVP-0005-SM-7P8RC,MitoAll,1101,-0.5013003741589809
Whole Blood,GTEX-17EVP-0005-SM-7P8RC,MitoOnly,518,-0.5166312651793493
Whole Blood,GTEX-17EVQ-0006-SM-7MGWB,MitoAll,1101,-1.4628986642133976
Whole Blood,GTEX-17EVQ-0006-SM-7MGWB,MitoOnly,518,-1.4977240131485907
Whole Blood,GTEX-17GQL-0005-SM-7MKF4,MitoAll,1101,-0.6866457351983959
Whole Blood,GTEX-17GQL-0005-SM-7MKF4,MitoOnly,518,-0.7315868853027756
Whole Blood,GTEX-17HG3-0006-SM-7MKFE,MitoAll,1101,-0.17280317755424984
Whole Blood,GTEX-17HG3-0006-SM-7MKFE,MitoOnly,518,-0.20809510374378135
Whole Blood,GTEX-17HGU-0006-SM-7MXT8,MitoAll,1101,-0.38388839371010786
Whole Blood,GTEX-17HGU-0006-SM-7MXT8,MitoOnly,518,-0.39705442153637854
Whole Blood,GTEX-17HHE-0005-SM-7P8OT,MitoAll,1101,-0.0556685046014874
Whole Blood,GTEX-17HHE-0005-SM-7P8OT,MitoOnly,518,-0.06767227114526381
Whole Blood,GTEX-17HHY-0006-SM-7MXT4,MitoAll,1101,-0.18915621180354963
Whole Blood,GTEX-17HHY-0006-SM-7MXT4,MitoOnly,518,-0.18260491178464736
Whole Blood,GTEX-17HII-0005-SM-7MKF6,MitoAll,1101,-0.9732346996295902
Whole Blood,GTEX-17HII-0005-SM-7MKF6,MitoOnly,518,-1.0231114850300744
Whole Blood,GTEX-17JCI-0005-SM-7P8OL,MitoAll,1101,-0.20058044115958876
Whole Blood,GTEX-17JCI-0005-SM-7P8OL,MitoOnly,518,-0.21293741459532026
Whole Blood,GTEX-17KNJ-0005-SM-7PBYB,MitoAll,1101,0.07531064937233953
Whole Blood,GTEX-17KNJ-0005-SM-7PBYB,MitoOnly,518,0.02270666099549675
Whole Blood,GTEX-17MF6-0006-SM-7MXT6,MitoAll,1101,-1.2534121581068012
Whole Blood,GTEX-17MF6-0006-SM-7MXT6,MitoOnly,518,-1.3145586568269008
Whole Blood,GTEX-17MFQ-0006-SM-7PBXP,MitoAll,1101,-0.030282169230871563
Whole Blood,GTEX-17MFQ-0006-SM-7PBXP,MitoOnly,518,-0.08972165605269629
Whole Blood,GTEX-183FY-0005-SM-9KNTO,MitoAll,1101,-0.08833007832940425
Whole Blood,GTEX-183FY-0005-SM-9KNTO,MitoOnly,518,-0.1560482986675315
Whole Blood,GTEX-183WM-0005-SM-9JGFW,MitoAll,1101,-0.04499359180988731
Whole Blood,GTEX-183WM-0005-SM-9JGFW,MitoOnly,518,0.023412032356426003
Whole Blood,GTEX-18465-0006-SM-7SB6R,MitoAll,1101,-0.06596739723188255
Whole Blood,GTEX-18465-0006-SM-7SB6R,MitoOnly,518,-0.13642223649037924
Whole Blood,GTEX-18A66-0005-SM-7SB6U,MitoAll,1101,0.04617962394938993
Whole Blood,GTEX-18A66-0005-SM-7SB6U,MitoOnly,518,0.016314495995654807
Whole Blood,GTEX-18A67-0006-SM-7SB6T,MitoAll,1101,0.0978337409120253
Whole Blood,GTEX-18A67-0006-SM-7SB6T,MitoOnly,518,0.05209913161951372
Whole Blood,GTEX-18A6Q-0005-SM-9KNVX,MitoAll,1101,0.4833524851203372
Whole Blood,GTEX-18A6Q-0005-SM-9KNVX,MitoOnly,518,0.4408157467934355
Whole Blood,GTEX-18A7A-0006-SM-7PC1P,MitoAll,1101,0.047241226521241055
Whole Blood,GTEX-18A7A-0006-SM-7PC1P,MitoOnly,518,0.004465034227870571
Whole Blood,GTEX-18A7B-0005-SM-7PC1D,MitoAll,1101,-1.0386573721946484
Whole Blood,GTEX-18A7B-0005-SM-7PC1D,MitoOnly,518,-1.0953713840550672
Whole Blood,GTEX-18D9A-0005-SM-7SB7H,MitoAll,1101,0.07640470823449458
Whole Blood,GTEX-18D9A-0005-SM-7SB7H,MitoOnly,518,0.01563476989242877
Whole Blood,GTEX-18D9B-0005-SM-7PBYL,MitoAll,1101,-0.6469934680812465
Whole Blood,GTEX-18D9B-0005-SM-7PBYL,MitoOnly,518,-0.6733579808713155
Whole Blood,GTEX-18D9U-0006-SM-7SB6M,MitoAll,1101,0.46541971487988454
Whole Blood,GTEX-18D9U-0006-SM-7SB6M,MitoOnly,518,0.4352850280907352
Whole Blood,GTEX-18QFQ-0006-SM-7SB6X,MitoAll,1101,0.13540189362891747
Whole Blood,GTEX-18QFQ-0006-SM-7SB6X,MitoOnly,518,0.06918084111285891
Whole Blood,GTEX-1A32A-0006-SM-7PC1Y,MitoAll,1101,-0.41966194229456644
Whole Blood,GTEX-1A32A-0006-SM-7PC1Y,MitoOnly,518,-0.4820236515920889
Whole Blood,GTEX-1A3MV-0005-SM-7PC1O,MitoAll,1101,-0.20606441349019675
Whole Blood,GTEX-1A3MV-0005-SM-7PC1O,MitoOnly,518,-0.2693943252153679
Whole Blood,GTEX-1A3MW-0006-SM-7MKGU,MitoAll,1101,-0.3303540647805952
Whole Blood,GTEX-1A3MW-0006-SM-7MKGU,MitoOnly,518,-0.340182240431797
Whole Blood,GTEX-1A3MX-0005-SM-7MGW7,MitoAll,1101,-1.325976847508328
Whole Blood,GTEX-1A3MX-0005-SM-7MGW7,MitoOnly,518,-1.3605510806164152
Whole Blood,GTEX-1A8FM-0006-SM-7MGWI,MitoAll,1101,-0.7779395909806326
Whole Blood,GTEX-1A8FM-0006-SM-7MGWI,MitoOnly,518,-0.7477661339027132
Whole Blood,GTEX-1A8G6-0006-SM-7PC1X,MitoAll,1101,-0.026178818574249817
Whole Blood,GTEX-1A8G6-0006-SM-7PC1X,MitoOnly,518,-0.05380529191702538
Whole Blood,GTEX-1A8G7-0006-SM-7P8RM,MitoAll,1101,0.028224747884251822
Whole Blood,GTEX-1A8G7-0006-SM-7P8RM,MitoOnly,518,0.0251731466685002
Whole Blood,GTEX-1AMEY-0005-SM-7PBYK,MitoAll,1101,-0.6656720140178741
Whole Blood,GTEX-1AMEY-0005-SM-7PBYK,MitoOnly,518,-0.7478210420519324
Whole Blood,GTEX-1AMFI-0006-SM-9KNTQ,MitoAll,1101,0.05630243516371999
Whole Blood,GTEX-1AMFI-0006-SM-9KNTQ,MitoOnly,518,-0.05011918900552984
Whole Blood,GTEX-1AX8Z-0006-SM-9KNVB,MitoAll,1101,-0.2126055049688795
Whole Blood,GTEX-1AX8Z-0006-SM-9KNVB,MitoOnly,518,-0.2839051319171585
Whole Blood,GTEX-1AX9I-0005-SM-9MQKI,MitoAll,1101,-0.0967763266272679
Whole Blood,GTEX-1AX9I-0005-SM-9MQKI,MitoOnly,518,-0.1337152365465007
Whole Blood,GTEX-1AX9J-0005-SM-9MQKU,MitoAll,1101,-0.573204512350634
Whole Blood,GTEX-1AX9J-0005-SM-9MQKU,MitoOnly,518,-0.6699641564103274
Whole Blood,GTEX-1AX9K-0006-SM-9KNVP,MitoAll,1101,-0.47828204670882646
Whole Blood,GTEX-1AX9K-0006-SM-9KNVP,MitoOnly,518,-0.5873064913196004
Whole Blood,GTEX-1AYCT-0005-SM-7SB6V,MitoAll,1101,-0.37332707021017547
Whole Blood,GTEX-1AYCT-0005-SM-7SB6V,MitoOnly,518,-0.4430326513011574
Whole Blood,GTEX-1AYD5-0005-SM-7SB6L,MitoAll,1101,0.5115953958132471
Whole Blood,GTEX-1AYD5-0005-SM-7SB6L,MitoOnly,518,0.5131172064366686
Whole Blood,GTEX-1B8KE-0006-SM-7SB6W,MitoAll,1101,0.3234825696604222
Whole Blood,GTEX-1B8KE-0006-SM-7SB6W,MitoOnly,518,0.23462396237239608
Whole Blood,GTEX-1B8KZ-0006-SM-7MXTJ,MitoAll,1101,-0.590377989281885
Whole Blood,GTEX-1B8KZ-0006-SM-7MXTJ,MitoOnly,518,-0.6073425332834174
Whole Blood,GTEX-1B8L1-0005-SM-9MQK6,MitoAll,1101,-0.07782260013494094
Whole Blood,GTEX-1B8L1-0005-SM-9MQK6,MitoOnly,518,-0.11708501186218931
Whole Blood,GTEX-1B8SF-0005-SM-7MGVK,MitoAll,1101,-0.5262855517005139
Whole Blood,GTEX-1B8SF-0005-SM-7MGVK,MitoOnly,518,-0.5261867326728292
Whole Blood,GTEX-1B8SG-0006-SM-7MKFA,MitoAll,1101,-0.22789696361563308
Whole Blood,GTEX-1B8SG-0006-SM-7MKFA,MitoOnly,518,-0.22723144798488148
Whole Blood,GTEX-1B932-0005-SM-9KNTP,MitoAll,1101,-0.06113659154149286
Whole Blood,GTEX-1B932-0005-SM-9KNTP,MitoOnly,518,-0.06885374662161664
Whole Blood,GTEX-1B933-0006-SM-7P8OP,MitoAll,1101,-0.5260138980810573
Whole Blood,GTEX-1B933-0006-SM-7P8OP,MitoOnly,518,-0.5168540045717896
Whole Blood,GTEX-1B97I-0005-SM-7PC1M,MitoAll,1101,-0.13284248579309574
Whole Blood,GTEX-1B97I-0005-SM-7PC1M,MitoOnly,518,-0.1479795019177924
Whole Blood,GTEX-1B97J-0005-SM-7MXT5,MitoAll,1101,-0.7266304310354381
Whole Blood,GTEX-1B97J-0005-SM-7MXT5,MitoOnly,518,-0.7768638377479702
Whole Blood,GTEX-1B996-0006-SM-7P8OS,MitoAll,1101,-0.4635631014628074
Whole Blood,GTEX-1B996-0006-SM-7P8OS,MitoOnly,518,-0.5190101928419705
Whole Blood,GTEX-1BAJH-0005-SM-7PC1R,MitoAll,1101,-0.19188010755420976
Whole Blood,GTEX-1BAJH-0005-SM-7PC1R,MitoOnly,518,-0.16440336330677807
Whole Blood,GTEX-1C2JI-0006-SM-7PC3Q,MitoAll,1101,0.18841717463430835
Whole Blood,GTEX-1C2JI-0006-SM-7PC3Q,MitoOnly,518,0.10825147170000614
Whole Blood,GTEX-1C475-0006-SM-9MQL7,MitoAll,1101,-0.14361118919520635
Whole Blood,GTEX-1C475-0006-SM-9MQL7,MitoOnly,518,-0.22814857686226003
Whole Blood,GTEX-1C4CL-0005-SM-7MKF3,MitoAll,1101,-0.536037237162117
Whole Blood,GTEX-1C4CL-0005-SM-7MKF3,MitoOnly,518,-0.535767468441676
Whole Blood,GTEX-1C64N-0005-SM-7PBY7,MitoAll,1101,-0.014645511420957876
Whole Blood,GTEX-1C64N-0005-SM-7PBY7,MitoOnly,518,-0.018308662636049283
Whole Blood,GTEX-1C64O-0006-SM-7PC22,MitoAll,1101,-0.39616479358166945
Whole Blood,GTEX-1C64O-0006-SM-7PC22,MitoOnly,518,-0.46406941063380347
Whole Blood,GTEX-1C6VQ-0005-SM-7P8OR,MitoAll,1101,-1.5079522431126466
Whole Blood,GTEX-1C6VQ-0005-SM-7P8OR,MitoOnly,518,-1.5310336969413787
Whole Blood,GTEX-1C6VR-0005-SM-7MKF7,MitoAll,1101,-0.5123094787235084
Whole Blood,GTEX-1C6VR-0005-SM-7MKF7,MitoOnly,518,-0.5203539399833561
Whole Blood,GTEX-1C6VS-0005-SM-7MGWG,MitoAll,1101,-0.7921827620558618
Whole Blood,GTEX-1C6VS-0005-SM-7MGWG,MitoOnly,518,-0.8246448322262027
Whole Blood,GTEX-1CAMQ-0006-SM-A9SK3,MitoAll,1101,-1.3451384804905409
Whole Blood,GTEX-1CAMQ-0006-SM-A9SK3,MitoOnly,518,-1.398006542552154
Whole Blood,GTEX-1CAMR-0006-SM-ACKV5,MitoAll,1101,-0.5246250205803115
Whole Blood,GTEX-1CAMR-0006-SM-ACKV5,MitoOnly,518,-0.6310337191705483
Whole Blood,GTEX-1CAMS-0005-SM-ARL6Y,MitoAll,1101,-0.33197284651055825
Whole Blood,GTEX-1CAMS-0005-SM-ARL6Y,MitoOnly,518,-0.38883952543997674
Whole Blood,GTEX-1CB4E-0005-SM-ADEGS,MitoAll,1101,0.024702122427426837
Whole Blood,GTEX-1CB4E-0005-SM-ADEGS,MitoOnly,518,-0.04332028472099982
Whole Blood,GTEX-1CB4F-0005-SM-GA8YI,MitoAll,1101,-0.632792439689283
Whole Blood,GTEX-1CB4F-0005-SM-GA8YI,MitoOnly,518,-0.7097710662305765
Whole Blood,GTEX-1CB4G-0006-SM-AHZ22,MitoAll,1101,-0.13368225994571023
Whole Blood,GTEX-1CB4G-0006-SM-AHZ22,MitoOnly,518,-0.17620942902737105
Whole Blood,GTEX-1CB4H-0006-SM-A96RE,MitoAll,1101,-0.5315826956295907
